,price,BEDS,ACRES,BATHS,1/2 BATHS,SQFT,$/SQFT,Neighborhood:,Type:,Built:,County:,Area:,Elementary School,Middle School,High School,School District,Architectural Style,Attached Garage YN,Carport Spaces,Carport YN,Construction Status,Covered Spaces,Exterior Features,Frontage Length,Garage YN,Horse Property YN,Lot Features,Lot Size Dimensions,Mobile Length,Mobile Width,Open Parking Spaces,Open Parking YN,Other Equipment,Parking Features,Parking Total,Patio And Porch Features,Pool Private YN,Roof,Spa YN,Topography,Vegetation,View,View YN,Waterfront YN,Above Grade Finished Area,Appliances,Basement,Basement Finished Percentage,Bathrooms One Quarter,Bathrooms Partial,Building Area Total,Cooling,Cooling YN,Fireplace YN,Fireplaces Total,Flooring,Heating,Heating YN,Interior Features,Laundry Features,Main Level Bedrooms,Master Bedroom Level,Rooms Total,Association Fee,Association YN,Capitalization Rate,Current Use,Exclusions,Inclusions,Irrigation Water Rights Acres,Lease Amount,Lease Considered YN,Listing Terms,New Construction YN,Number Of Pads,Number Of Units Leased,Power Production Solar Year Install,Property Attached YN,Property Condition,Property Sub Type,Senior Community YN,Sewer,Tax Annual Amount,Utilities,Water Source,Zoning,Construction Materials,Window Features,Cross Street,Other Parking,Association Amenities,Association Fee Frequency,Association Fee Includes,Zoning Description,Pool Features,Community Features,Fireplace Features,Door Features,Accessibility Features,RVParking Dimensions,Green Energy Generation,Power Production Type,Solar Ownership,Green Building Verification Type,Solar Finance Company
0,1700,3,0.02,3,0,2059,1,Edgewater At Geneva,Villa/Townhouse,2017,Utah,Pl Grove; Lindon; Orem,Vineyard,Orem,Mountain View,Alpine,Stories: 2,Yes,0,No,Blt./Standing,2,"Double Pane Windows
Lighting
Patio: Covered",0.0,Yes,No,"Curb & Gutter
Road: Paved
Sidewalks
View: Mountain",0.0X0.0X0.0,0,0,0,Yes,,Parking: Uncovered,2,Covered,Yes,Asphalt,Yes,"Curb & Gutter
Road: Paved
Sidewalks
Terrain
Flat
View: Mountain",Landscaping: Full,Mountain(S),Yes,No,2059,,None,0,0,1,2059,Central Air,Yes,No,0,"Carpet
Laminate
Tile","Forced Air
Gas: Central",True,"Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Range: Gas
Vaulted Ceilings
Granite Countertops",,0,Floor: 3rd,12,189,Yes,0,Residential,,,0,0,No,,No,0,0,0,No,Blt./Standing,Townhouse,No,"Sewer: Connected
Sewer: Public",1677,"Natural Gas Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected",Culinary,Single-Family,"Stone
Cement Siding",Blinds,355,,"Biking Trails
Cable Tv
Clubhouse
Fitness Center
Insurance
Maintenance
Management
Pets Not Permitted
Picnic Area
Playground
Pool
Sewer Paid
Water",Monthly,"Cable Tv
Insurance
Maintenance Grounds
Sewer
Water",,,Clubhouse,,,"Accessible Doors
Accessible Hallway(S)",,,,,,
0,395000,0,0.39,0,0,,,Johnson,Vacant Land / Lots,,Utah,Provo; Mamth; Springville,Lakeview,Dixon,Provo,Provo,,No,0,No,,0,,93.0,No,No,"Cul-De-Sac
Curb & Gutter
Sidewalks
Terrain: Grad Slope
View: Lake
View: Mountain",93.0X107.0X173.0,0,0,0,No,,,0,,No,,No,Terrain: Grad Slope,,,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,Residential,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Residential,No,"Sewer: Available
Sewer: Public",1,"Natural Gas Available
Electricity Available
Sewer Available
Sewer: Public
Gas: Stubbed
Power: Stubbed
Sewer: Stubbed",,Single-Family,,,,,,,,,,,,,,,,,,,
0,874900,3,2.11,3,1,4732,185,Sp Fork; Mapleton; Benjamin,Single-Family Home,1976,Utah,Sp Fork; Mapleton; Benjamin,Maple Ridge,Mapleton Jr,Maple Mountain,Nebo,Rambler/Ranch,Yes,0,No,Blt./Standing,2,"Barn
Basement Entrance
Double Pane Windows
Horse Property
Out Buildings
Sliding Glass Doors
Storm Windows
Walkout",0.0,Yes,Yes,"See Remarks
Drip Irrigation: Man-Part",0.0X0.0X0.0,0,0,0,No,"Gazebo
Workbench",,2,,No,Asphalt,No,"See Remarks
Drip Irrigation: Man-Part","Fruit Trees
Landscaping: Full
Mature Trees
Pines
Vegetable Garden",,No,No,2366,"Ceiling Fan
Portable Dishwasher
Microwave
Refrigerator
Water Softener Owned",Walk-Out Access,100,0,1,4732,Central Air,Yes,Yes,3,"Carpet
Tile",Forced Air,True,"Accessory Apt
Bath: Master
Den/Office
Disposal
French Doors
Kitchen: Second
Kitchen: Updated
Range/Oven: Free Stdng.
Granite Countertops",Electric Dryer Hookup,3,,19,0,No,0,Single Family,"Dryer
Storage Sheds
Washer","See Remarks
Ceiling Fan
Dishwasher: Portable
Gazebo
Microwave
Range
Refrigerator
Water Softener: Own
Workbench",5,0,No,"Cash
Conventional
Fha
Va Loan",No,0,0,0,No,Blt./Standing,Single Family Residence,No,Sewer: Connected,4880,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Shares,"Single-Family
Agricultur",Brick,"Blinds
Drapes
Shades",1600,,,,,,,,,French Doors,Single Level Living,38,,,,,
0,1150000,8,0.27,6,1,7336,157,Pelican Bay,Single-Family Home,2005,Utah,Am Fork; Hlnd; Lehi; Saratog.,Sage Hills,Lake Mountain,Westlake,Alpine,Stories: 2,No,0,No,Blt./Standing,3,"Attic Fan
Basement Entrance
Double Pane Windows
Lighting
Sliding Glass Doors",0.0,Yes,No,"Curb & Gutter
Fenced: Part
Sidewalks
Sprinkler: Auto-Full
View: Lake
View: Mountain
View: Water",0.0X0.0X0.0,0,0,6,No,Fireplace Insert,Rv Parking,9,,No,Asphalt,No,"Curb & Gutter
Fenced: Part
Sidewalks
Sprinkler: Auto-Full
View: Lake
View: Mountain
View: Water","Fruit Trees
Landscaping: Full
Mature Trees
Vegetable Garden","Lake
Mountain(S)",Yes,No,4502,"Ceiling Fan
Portable Dishwasher","Daylight
Entrance",90,0,1,7336,Central Air,Yes,Yes,2,"Carpet
Hardwood
Marble
Travertine",Gas: Central,True,"Alarm: Fire
Alarm: Security
Basement Apartment
Bath: Master
Bath: Sep. Tub/Shower
Central Vacuum
Closet: Walk-In
Dishwasher Built-In
Disposal
Gas Log
Great Room
Intercom
Jetted Tub
Kitchen: Second
Laundry Chute
Mother-In-Law Apt.
Oven: Double
Oven: Wall
Range: Down Vent
Range/Oven: Built-In
Vaulted Ceilings
Instantaneous Hot Water
Granite Countertops",,1,Floor: 1st,27,180,Yes,0,Single Family,,"Ceiling Fan
Dishwasher: Portable
Fireplace Insert",0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Single Family Residence,No,"Sewer: Connected
Sewer: Public",3311,"Natural Gas Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected","Culinary
Irrigation",Single-Family,"Brick
Stucco","Blinds
Drapes",,,Playground,Annually,,,,,Insert,,Accessible Hallway(S),40,,,,,
0,310000,0,2.28,0,0,,,Mountain Oak Estates,Vacant Land / Lots,,Utah,Payson; Elk Rg; Salem; Wdhil,Salem,Spanish Fork Jr,Salem Hills,Nebo,,No,0,No,,0,,0.0,No,No,"Cul-De-Sac
Curb & Gutter
Terrain: Mountain
Terrain: Steep Slope
View: Lake
View: Mountain
View: Valley
Wooded",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,"Terrain: Mountain
Terrain: Steep Slope",,"Valley
Trees/Woods",Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,Residential,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Residential,No,Sewer: Public,1,"Sewer: Public
Gas: Stubbed
Power: Stubbed
Sewer: Stubbed",,Single-Family,,,,,,,,,,,,,,,,,,,
0,534888,2,0.01,2,1,1748,306,250 I STREET,Villa/Townhouse,2021,Utah,Orem; Provo; Sundance,Timpanogos,Dixon,Provo,Provo,Townhouse; Row-End,Yes,0,No,Und. Const.,2,"Balcony
Double Pane Windows
Entry (Foyer)
Lighting
Patio: Covered
Secured Parking",0.0,Yes,No,"Curb & Gutter
Fenced: Part
Road: Paved
Sidewalks
View: Mountain
View: Valley
Drip Irrigation: Auto-Full",0.0X0.0X0.0,0,0,0,No,Window Coverings,Secured,2,Covered,No,Flat,No,"Curb & Gutter
Fenced: Part
Road: Paved
Sidewalks
Terrain
Flat
View: Mountain
View: Valley
Drip Irrigation: Auto-Full",Landscaping: Full,"Mountain(S)
Valley",Yes,No,1748,"Ceiling Fan
Microwave
Range Hood
Refrigerator",Slab,0,0,1,1748,Central Air,Yes,No,0,"Carpet
Laminate
Tile","Forced Air
Gas: Central
>= 95% Efficiency",True,"Bar: Dry
Bath: Master
Closet: Walk-In
Den/Office
Disposal
Great Room
Range: Countertop
Range: Gas
Range/Oven: Built-In",Electric Dryer Hookup,0,Floor: 3rd,11,205,Yes,0,Residential,,"Ceiling Fan
Microwave
Range
Range Hood
Refrigerator
Window Coverings",0,0,No,,Yes,0,0,0,No,,Townhouse,No,"Sewer: Connected
Sewer: Public",1,"Natural Gas Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected",Culinary,"Single-Family
Multi-Fami","Brick
Cement Siding
Other",Shades,100,,"Insurance
Maintenance
Pet Rules
Pets Permitted
Sewer Paid
Snow Removal
Trash",Monthly,"Insurance
Maintenance Grounds
Sewer
Trash",Res,,,,,Accessible Hallway(S),,,,,,
0,1100000,0,15.24,0,0,,,West Lake Ranches,Vacant Land / Lots,,Utah,Sp Fork; Mapleton; Benjamin,Brockbank,Spanish Fork Jr,Spanish Fork,Nebo,,No,0,No,,0,,0.0,No,No,"See Remarks
View: Mountain
Terrain: Flat
Equestrian Access
Horse Property",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,Terrain: Flat,,,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,"Residential
Agricultural",,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Residential,No,,21,,,"Single-Family
Agricultur",,,5865,,,,,Re/Ag5,,,,,,,,,,,
0,49999,0,0.13,0,0,,,N Meadows,Vacant Land / Lots,,Utah,Pl Grove; Lindon; Orem,Cedar Ridge,Mt Ridge,Lone Peak,Alpine,,No,0,No,,0,,140.6,No,No,Horse Property,140.6X0.0X136.0,0,0,0,No,,,0,,No,,No,,,,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,Residential,,,0,0,No,"See Remarks
Cash",No,0,0,0,No,Blt./Standing,Residential,No,Sewer: Available,111,"Natural Gas Available
Electricity Available
Sewer Available",,Single-Family,,,,,,,,,,,,,,,,,,,
0,899999,6,0.34,4,2,6969,129,Ridge,Single-Family Home,2004,Utah,Orem; Provo; Sundance,Edgemont,Centennial,Timpview,Provo,Stories: 2,Yes,0,No,Blt./Standing,3,"Balcony
Basement Entrance
Deck; Covered
Entry (Foyer)
Lighting
Patio: Covered
Sliding Glass Doors
Walkout",0.0,Yes,No,"Corner Lot
Cul-De-Sac
Curb & Gutter
Fenced: Full
Secluded
Sidewalks
Sprinkler: Auto-Full
Terrain Flat
View: Lake
View: Mountain
View: Valley",0.0X0.0X0.0,0,0,6,No,"Alarm System
Basketball Standard
Swing Set
Trampoline",,9,Covered,Yes,Asphalt,No,"Corner Lot
Cul-De-Sac
Curb & Gutter
Fenced: Full
Secluded Yard
Sidewalks
Sprinkler: Auto-Full
Terrain
Flat
View: Lake
View: Mountain
View: Valley","Landscaping: Full
Mature Trees","Lake
Mountain(S)
Valley",Yes,No,4416,"Ceiling Fan
Trash Compactor
Microwave
Range Hood
Refrigerator","Daylight
Entrance
Full
Walk-Out Access",100,0,2,6969,"Central Air
Heat Pump",Yes,Yes,2,"Carpet
Hardwood
Tile
Slate
Travertine","Forced Air
Gas: Central
Heat Pump",True,"Alarm: Security
Bath: Master
Bath: Sep. Tub/Shower
Central Vacuum
Closet: Walk-In
Den/Office
Dishwasher Built-In
Disposal
French Doors
Gas Log
Great Room
Jetted Tub
Kitchen: Second
Kitchen: Updated
Mother-In-Law Apt.
Oven: Double
Oven: Wall
Range/Oven: Built-In
Vaulted Ceilings
Granite Countertops
Theater Room",Electric Dryer Hookup,0,Floor: 2nd,23,0,No,0,Single Family,,"Alarm System
Basketball Standard
Ceiling Fan
Compactor
Microwave
Range
Range Hood
Refrigerator
Swing Set
Trampoline",0,0,No,"Cash
Conventional",No,0,0,2016,No,Blt./Standing,Single Family Residence,No,"Sewer: Connected
Sewer: Public",4051,"Natural Gas Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected",Culinary,Single-Family,"Stone
Stucco","Blinds
Plantation Shutters",,,,,,,"See Remarks
Fenced
Heated
In Ground
Electronic Cover",,,French Doors,,,Solar,Solar,Financed,,Mosaic / Wells Fargo
0,29995,0,329.87,0,0,,,Cedar Valley; Cedar Ft; Fairfld,Vacant Land / Lots,,Utah,Cedar Valley; Cedar Ft; Fairfld,Cedar Valley,Lehi,Lehi,Alpine,,No,0,No,,0,,0.0,No,No,,0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,,,,No,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,Agricultural,,,0,0,No,,No,0,0,0,No,Blt./Standing,Agriculture,No,,0,,,Agricultural,,,,,,,,,,,,,,,,,,,
0,259000,3,0.01,2,0,1180,219,Maplewood,Condo,2007,Utah,Pl Grove; Lindon; Orem,Mount Mahogany,Pleasant Grove,Pleasant Grove,Alpine,Condo; Top Level,No,0,No,Blt./Standing,1,"Balcony
Double Pane Windows
Out Buildings
Lighting",0.0,Yes,No,"Sidewalks
Sprinkler: Auto-Full
Terrain Flat
View: Mountain",0.0X0.0X0.0,0,0,0,No,,Covered,1,,Yes,Asphalt,No,"Sidewalks
Sprinkler: Auto-Full
Terrain
Flat
View: Mountain",Landscaping: Full,Mountain(S),Yes,No,1180,"Dryer
Range Hood
Refrigerator
Washer",None,0,0,0,1180,Central Air,Yes,No,0,"Carpet
Tile",Gas: Central,True,"Bath: Master
Closet: Walk-In
Dishwasher Built-In
Disposal
Kitchen: Updated
Oven: Gas
Range/Oven: Built-In
Vaulted Ceilings
Granite Countertops",,3,Floor: 1st,8,220,Yes,0,Residential,,"Dryer
Range
Range Hood
Refrigerator
Washer",0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Condominium,No,Sewer: Connected,1092,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,Single-Family,"Stone
Stucco",Blinds,1000,,"Barbecue
Clubhouse
Fitness Center
Insurance
Maintenance
Pets Permitted
Playground
Pool
Sewer Paid
Trash
Water",Monthly,"Insurance
Maintenance Grounds
Sewer
Trash
Water",Res,In Ground,Clubhouse,,,"Accessible Doors
Accessible Hallway(S)
Single Level Living",,,,,,
0,3950000,4,3.8,3,0,4464,885,Orem; Provo; Sundance,Single-Family Home,1948,Utah,Orem; Provo; Sundance,Rock Canyon,Centennial,Timpview,Provo,Other/See Remarks,No,0,No,Blt./Standing,0,,0.0,Yes,No,"Secluded
Terrain: Grad Slope
View: Mountain
View: Valley",0.0X0.0X0.0,0,0,0,No,,,0,,No,Asphalt,No,"Secluded Yard
Terrain: Grad Slope
View: Mountain
View: Valley",,"Mountain(S)
Valley",Yes,No,0,,Partial,90,0,0,4464,Central Air,Yes,No,0,Carpet,,False,,Electric Dryer Hookup,0,,7,0,No,0,Single Family,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Single Family Residence,No,"Sewer: Available
Septic Tank",6800,"Sewer Available
Sewer: Septic Tank",,See Remarks,Brick,,100,,,,,,,,,,,,,,,,
0,618900,3,0.28,2,1,3824,162,Rasberry Fields,Single-Family Home,2021,Utah,Payson; Elk Rg; Salem; Wdhil,Mt Loafer,Salem Jr,Salem Hills,Nebo,Rambler/Ranch,Yes,0,No,Und. Const.,3,Patio: Open,100.0,Yes,No,"Curb & Gutter
Road: Paved
Sidewalks
Terrain Flat
View: Mountain",100.0X119.0X100.0,0,0,0,No,,,3,Patio: Open,No,"Asphalt
Metal",No,"Curb & Gutter
Road: Paved
Sidewalks
Terrain
Flat
View: Mountain",Landscaping: Part,Mountain(S),Yes,No,1912,"Ceiling Fan
Microwave",Full,10,0,1,3824,Central Air,Yes,Yes,1,"Carpet
Tile
Vinyl",Forced Air,True,"Closet: Walk-In
Dishwasher Built-In
Disposal
Gas Log
Jetted Tub
Oven: Double
Range: Gas",,3,Floor: 1st,10,0,No,0,Single Family,,"Ceiling Fan
Microwave",0,0,No,"Cash
Conventional
Fha",Yes,0,0,0,No,,Single Family Residence,No,Sewer: Connected,1,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected","Culinary
Irrigation: Pressure",Single-Family,"Stone
Stucco
Cement Siding",None,670,,,,,,,,,,,,,,,,
0,1249990,6,1.98,3,1,5220,239,Am Fork; Hlnd; Lehi; Saratog.,Single-Family Home,1993,Utah,Am Fork; Hlnd; Lehi; Saratog.,Shelley,American Fork,American Fork,Alpine,Stories: 2,Yes,0,No,Blt./Standing,3,"See Remarks
Basement Entrance
Deck; Covered
Horse Property
Out Buildings
Lighting",0.0,Yes,Yes,"Cul-De-Sac
Road: Paved
Sprinkler: Auto-Full",0.0X0.0X0.0,0,0,0,No,"Alarm System
Dog Run
Hot Tub
Storage Sheds",Rv Parking,3,,No,Asphalt,No,"Cul-De-Sac
Road: Paved
Sprinkler: Auto-Full","See Remarks
Landscaping: Full
Mature Trees",,No,No,3385,"Dryer
Microwave
Refrigerator
Washer
Water Softener Owned","Full
Walk-Out Access",100,0,1,5220,Central Air,Yes,Yes,2,"Carpet
Tile","Electric
Gas: Central",True,"Bar: Dry
Bath: Master
Bath: Sep. Tub/Shower
Central Vacuum
Closet: Walk-In
Den/Office
Disposal
French Doors
Jetted Tub
Kitchen: Second
Mother-In-Law Apt.
Range/Oven: Free Stdng.
Granite Countertops",,0,Floor: 2nd,23,0,No,0,Single Family,,"See Remarks
Alarm System
Dog Run
Dryer
Hot Tub
Microwave
Range
Refrigerator
Storage Sheds
Washer
Water Softener: Own",0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Single Family Residence,No,"Sewer: Connected
Sewer: Public",5059,"Natural Gas Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected","Culinary
Irrigation
Well",Single-Family,"Asphalt
Brick
Stucco",Blinds,,,,,,,,,,French Doors,,,,,,,
0,1750000,7,0.7,3,1,6571,266,Mercer Hollow Estate,Single-Family Home,2008,Utah,Am Fork; Hlnd; Lehi; Saratog.,Ridgeline,Timberline,Lone Peak,Alpine,Rambler/Ranch,No,0,No,Blt./Standing,3,"Basement Entrance
Deck; Covered
Double Pane Windows",0.0,Yes,No,"Curb & Gutter
Fenced: Part
Road: Paved
Secluded
Sidewalks
Sprinkler: Auto-Full",0.0X0.0X0.0,0,0,2,No,"Fireplace Equipment
Fireplace Insert
Gazebo
TV Antenna
Window Coverings
Projector
Trampoline",Rv Parking,5,,No,Asphalt,No,"Curb & Gutter
Fenced: Part
Road: Paved
Secluded Yard
Sidewalks
Sprinkler: Auto-Full
Terrain
Flat",Landscaping: Full,,No,No,3141,"Portable Dishwasher
Dryer
Freezer
Microwave
Range Hood
Refrigerator
Washer
Water Softener Owned","Daylight
Entrance
Full
Walk-Out Access",100,0,2,6571,Central Air,Yes,Yes,1,"Carpet
Travertine","Forced Air
Gas: Central",True,"Alarm: Fire
Alarm: Security
Bath: Master
Closet: Walk-In
Den/Office
Disposal
Floor Drains
Great Room
Kitchen: Second
Kitchen: Updated
Oven: Double
Range/Oven: Built-In
Vaulted Ceilings
Granite Countertops
Theater Room",Electric Dryer Hookup,3,Floor: 1st,25,0,No,0,Single Family,,"Dishwasher: Portable
Dryer
Fireplace Equipment
Fireplace Insert
Freezer
Gazebo
Microwave
Range
Range Hood
Refrigerator
Tv Antenna
Washer
Water Softener: Own
Window Coverings
Projector
Trampoline",0,0,No,"Cash
Conventional
Va Loan",No,0,0,0,No,Blt./Standing,Single Family Residence,No,"Sewer: Connected
Sewer: Public",4655,"Natural Gas Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected",Culinary,Single-Family,"Asphalt
Stone
Stucco","Blinds
Drapes",,,,,,,,,"Fireplace Equipment
Insert",,,,,,,,
0,530213,3,0.02,2,1,1806,294,Cityscape @ Mahogany,Single-Family Home,2020,Utah,Am Fork; Hlnd; Lehi; Saratog.,Greenwood,American Fork,American Fork,Alpine,Tri/Multi-Level,No,0,No,Blt./Standing,2,"Balcony
Deck; Covered
Double Pane Windows
Lighting",0.0,Yes,No,"Curb & Gutter
Road: Paved
Sidewalks
Sprinkler: Auto-Full
View: Lake
View: Mountain
Drip Irrigation: Auto-Full",0.0X0.0X0.0,0,0,0,No,,,2,,No,Asphalt,No,"Curb & Gutter
Road: Paved
Sidewalks
Sprinkler: Auto-Full
Terrain
Flat
View: Lake
View: Mountain
Drip Irrigation: Auto-Full",Landscaping: Full,"Lake
Mountain(S)",Yes,No,1806,Microwave,None,0,0,2,1806,Central Air,Yes,No,0,"Carpet
Laminate
Tile","Forced Air
Gas: Central
>= 95% Efficiency",True,"Alarm: Fire
Bar: Wet
Bath: Master
Closet: Walk-In
Disposal
Great Room
Kitchen: Updated
Oven: Double
Oven: Gas
Oven: Wall
Range: Countertop
Range: Gas
Range/Oven: Built-In
Granite Countertops",,0,Floor: 3rd,10,146,Yes,0,Single Family,,"Microwave
Range",0,0,No,"Cash
Conventional
Va Loan",No,0,0,0,No,Blt./Standing,Single Family Residence,No,"Sewer: Connected
Sewer: Public",1032,"Natural Gas Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected",Culinary,Single-Family,"Asphalt
Stone
Cement Siding",None,430,,Playground,Monthly,,R1,,,,,Accessible Doors,,,,,Home Energy Score,
0,494950,4,0.25,2,1,2390,207,Crystal Springs,Single-Family Home,2021,Utah,Provo; Mamth; Springville,Meadow Brook,Mapleton Jr,Springville,Nebo,Stories: 2,Yes,0,No,To Be Built,3,"Double Pane Windows
Entry (Foyer)
Lighting
Patio: Covered
Sliding Glass Doors",0.0,Yes,No,"Corner Lot
Curb & Gutter
Fenced: Part
Road: Paved
Sidewalks
Terrain Flat
View: Mountain",0.0X0.0X0.0,0,0,6,No,Fireplace Insert,,9,Covered,No,"Asphalt
Metal",No,"Corner Lot
Curb & Gutter
Fenced: Part
Road: Paved
Sidewalks
Terrain
Flat
View: Mountain",,Mountain(S),Yes,No,2390,Microwave,Slab,0,0,1,2390,Central Air,Yes,Yes,1,"Carpet
Laminate
Tile","Gas: Central
>= 95% Efficiency",True,"Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Dishwasher Built-In
Disposal
Great Room
Oven: Double
Range: Countertop
Range: Down Vent
Range: Gas
Range/Oven: Built-In
Vaulted Ceilings
Instantaneous Hot Water
Granite Countertops",,0,Floor: 2nd,13,0,No,0,Single Family,,"Fireplace Insert
Microwave
Range",0,0,No,"See Remarks
Cash
Conventional",Yes,0,0,0,No,,Single Family Residence,No,Sewer: Connected,1,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,Single-Family,"Asphalt
Cement Siding",None,600,,,,,,,,Insert,,,,,,,,
0,474900,5,0.33,3,1,2983,159,Whispering Meadows,Single-Family Home,1996,Utah,Sp Fork; Mapleton; Benjamin,Hobble Creek,Mapleton Jr,Maple Mountain,Nebo,Tri/Multi-Level,Yes,0,No,Blt./Standing,3,"Sliding Glass Doors
Patio: Open",0.0,Yes,No,"Corner Lot
Curb & Gutter
Fenced: Full
Road: Paved
Secluded
Sidewalks
Sprinkler: Auto-Full
Terrain Flat
View: Mountain
Drip Irrigation: Auto-Part",0.0X0.0X0.0,0,0,3,No,Window Coverings,Rv Parking,6,Patio: Open,No,Asphalt,No,"Corner Lot
Curb & Gutter
Fenced: Full
Road: Paved
Secluded Yard
Sidewalks
Sprinkler: Auto-Full
Terrain
Flat
View: Mountain
Drip Irrigation: Auto-Part","Landscaping: Full
Mature Trees",Mountain(S),Yes,No,1622,"Ceiling Fan
Microwave
Water Softener Owned",Full,90,0,1,2983,Central Air,Yes,Yes,1,"Carpet
Hardwood
Tile",Gas: Central,True,"Dishwasher Built-In
Disposal
Gas Log","Electric Dryer Hookup
Gas Dryer Hookup",3,Floor: 1st,15,0,No,0,Single Family,"Dryer
Refrigerator
Washer","Ceiling Fan
Microwave
Range
Water Softener: Own
Window Coverings",0,0,No,"Cash
Conventional
Fha
Va Loan",No,0,0,0,No,Blt./Standing,Single Family Residence,No,"Sewer: Connected
Sewer: Public",2969,"Natural Gas Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected","Culinary
Irrigation: Pressure",Single-Family,"Brick
Stucco","Blinds
Drapes",300,,,,,R1,,,,,,45,,,,,
0,538400,3,0.29,2,1,4400,122,High Sky Estates,Single-Family Home,2021,Utah,Sp Fork; Mapleton; Benjamin,,,,Nebo,Rambler/Ranch,Yes,0,No,To Be Built,2,"Double Pane Windows
Sliding Glass Doors",0.0,Yes,No,"Curb & Gutter
Road: Paved",0.0X0.0X0.0,0,0,2,No,,,4,,No,Asphalt,No,"Curb & Gutter
Road: Paved",,,No,No,2200,"Ceiling Fan
Portable Dishwasher
Microwave",See Remarks,0,0,1,4400,Central Air,Yes,No,0,"Carpet
Laminate
Tile","Forced Air
Gas: Central
>= 95% Efficiency",True,"Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Disposal
Great Room
Range/Oven: Free Stdng.
Vaulted Ceilings",Electric Dryer Hookup,3,Floor: 1st,11,0,No,0,Single Family,,"Ceiling Fan
Dishwasher: Portable
Microwave
Range",0,0,No,"Cash
Conventional
Fha
Va Loan",Yes,0,0,0,No,,Single Family Residence,No,Sewer: Connected,1,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,Single-Family,"Stone
Stucco",None,1830,,,,,Res,,,,,See Remarks,,,,,,
0,480000,0,0.96,0,0,,,Payson; Elk Rg; Salem; Wdhil,Vacant Land / Lots,,Utah,Payson; Elk Rg; Salem; Wdhil,Taylor,Salem Jr,Salem Hills,Nebo,,No,0,No,,0,,0.0,No,No,,0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,,,,No,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,Commercial,,,0,0,No,,No,0,0,0,No,Blt./Standing,Commercial,No,Sewer: Connected,0,"Natural Gas Connected
Electricity Connected
Sewer Connected",,Commercial,,,,,,,,,,,,,,,,,,,
0,1500000,0,2,0,0,,,Bull River,Vacant Land / Lots,,Utah,Am Fork; Hlnd; Lehi; Saratog.,Ridgeline,Timberline,Lone Peak,Alpine,,No,0,No,,0,,0.0,No,No,"Secluded
Terrain: Grad Slope
View: Mountain",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,Terrain: Grad Slope,,,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,283,Yes,0,Residential,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Residential,No,,1975,,,,,,,,,Monthly,,R-1,,,,,,,,,,,
